"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG Diploma in Waste Management and Environmental Hygiene/1st Semester/22WME501_I Sem Jan 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/PG Diploma/Core/2023/EndSem/22WME501_Overview_of_Waste_Management_EndSem_2023.pdf","22WME501","Overview of Waste Management","Mechanical & Aerospace","PG Diploma","Sem01","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/3rd Semester/Third Semester 2015 Regular/CN751.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/M.Tech/Core/2015/EndSem/CN751_Microcontroller_and_its_Application_in_Robotics_EndSem_2015.pdf","CN751","Microcontroller and its Application in Robotics","General & Interdisciplinary","M.Tech","Sem03","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/MCA/4th Semester/Fourth semester 2014 Supply/MA282.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/MCA/Core/2014/EndSem/MA282_Statistics_and_Numerical_Methods_EndSem_2014.pdf","MA282","Statistics and Numerical Methods","Mathematics & Statistics","MCA","Sem02","2014","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/2022/Fifth Semester - First Assessment Oct 2022/19AEE303_I Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2022/Ass1/19AEE303_Aerospace_Structures-II_Ass1_2022.pdf","19AEE303","Aerospace Structures-II","Electrical & Electronics","B.Tech","Sem05","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2025/SW805 _End sem Nov 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/PhD/Core/2025/EndSem/SW805_Social_Psychology_EndSem_2025.pdf","SW805","Social Psychology","Humanities & Social Sciences","PhD","SemGeneral","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2023/OL831 _I Ass April 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/PhD/Core/2023/EndSem/OL831_Science_and_Technology_of_Polymers_EndSem_2023.pdf","OL831","Science and Technology of Polymers","General & Interdisciplinary","PhD","Sem02","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2015/PE705.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/PhD/Core/2015/EndSem/PE705_Electric_Power_Quality_Improvement_EndSem_2015.pdf","PE705","Electric Power Quality Improvement","Electrical & Electronics","PhD","SemGeneral","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/UG/B. A. English Language and Literature/1st Semester/21HIN101 _II Ass Dec 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2022/Ass2/21HIN101_Hindi_I_Ass2_2022.pdf","21HIN101","Hindi I","General & Interdisciplinary","B.Tech","Sem01","2022","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/2022/Second Semester - First Assessment 2022/19CIE214_1Asses_ May 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2022/Ass1/19CIE214_Transportation_Engineering_I_Ass1_2022.pdf","19CIE214","Transportation Engineering I","Electrical & Electronics","B.Tech","Sem02","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2022/Fourth Semester - First Assessment May 2022/19MAT216_1Asses_ May 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/B.Tech/Core/2022/Ass1/19MAT216_Probability_and_Statistics_Ass1_2022.pdf","19MAT216","Probability and Statistics","Mathematics & Statistics","B.Tech","Sem04","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/First Semester - Second Assessment 2017/16MA603_Ass II_Sep-Oct 2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/M.Tech/Core/2017/Ass2/16MA603_Computational_Linear_Algebra_for_Data_Sciences_Ass2_2017.pdf","16MA603","Computational Linear Algebra for Data Sciences","Mathematics & Statistics","M.Tech","Sem01","2017","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/3rd Semester/Third Semester 2015 Regular/CS714.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/M.Tech/DeptElective/2015/EndSem/CS714_Machine_Learning_and_Big_Data_EndSem_2015.pdf","CS714","Machine Learning and Big Data","Computer Science & Engineering","M.Tech","Sem03","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2019/SS813_I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/PhD/Core/2019/Ass1/SS813_Microfluidics_Ass1_2019.pdf","SS813","Microfluidics","Biotechnology & Health","PhD","SemGeneral","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2024/RM806_Mid-Term 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/PhD/Core/2024/MidTerm/RM806_Research_Methodology-_II_MidTerm_2024.pdf","RM806","Research Methodology- II","General & Interdisciplinary","PhD","Sem02","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/3rd Semester/Third Semester First Assessment 2019/15MEC203 _I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2019/Ass1/15MEC203_Material_Science_and_Metallurgy_Ass1_2019.pdf","15MEC203","Material Science and Metallurgy","Electronics & Communication","B.Tech","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2018/BI001_Nov 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/PhD/Core/2018/EndSem/BI001_Foundation_Course_for_Biology_EndSem_2018.pdf","BI001","Foundation Course for Biology","Biotechnology & Health","PhD","SemGeneral","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2015/PE708.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/PhD/Core/2015/EndSem/PE708_Power_System_Operation_and_Control_EndSem_2015.pdf","PE708","Power System Operation and Control","Electrical & Electronics","PhD","SemGeneral","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/2023/Second Semester - Second Assessment 2023/22MAT117 _II Ass May 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2023/Ass2/22MAT117_Multivariable_Calculus_Ass2_2023.pdf","22MAT117","Multivariable Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem02","2023","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG Diploma in Waste Management and Environmental Hygiene/2nd Semester/21WME511_Mid-Term April 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/PG Diploma/Core/2022/Ass1/21WME511_Community_Mobilization_towards_Sustainable_Development_Ass1_2022.pdf","21WME511","Community Mobilization towards Sustainable Development","Mechanical & Aerospace","PG Diploma","Sem02","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2023/23MA804_Mid Term 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/PhD/Core/2023/MidTerm/23MA804_Advanced_Ring_Theory_MidTerm_2023.pdf","23MA804","Advanced Ring Theory","Mathematics & Statistics","PhD","SemGeneral","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/MCA/4th Semester/Fourth semester 2015 Regular/CA302.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/MCA/Core/2015/EndSem/CA302_.NET_Technologies_EndSem_2015.pdf","CA302",".NET Technologies","Computer Science & Engineering","MCA","Sem04","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/2022/Second Semester - First Assessment 2022/19ELC211_1Asses_ May 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2022/Ass1/19ELC211_Data_Structures_and_Algorithms_Ass1_2022.pdf","19ELC211","Data Structures and Algorithms","Computer Science & Engineering","B.Tech","Sem02","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/2022/Fifth Semester - First Assessment Oct 2022/19AEE304_I Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2022/Ass1/19AEE304_Avionics_Ass1_2022.pdf","19AEE304","Avionics","Electrical & Electronics","B.Tech","Sem05","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/1st Semester/2022/19BIO101_I Sem Feb 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/B.Tech/Core/2022/EndSem/19BIO101_Biology_for_Engineers_A_EndSem_2022.pdf","19BIO101","Biology for Engineers A","Biotechnology & Health","B.Tech","Sem01","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/3rd Semester/Third Semester First Assessment 2019/15MEC204 _I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2019/Ass1/15MEC204_Mechanics_of_Solids_Ass1_2019.pdf","15MEC204","Mechanics of Solids","Electronics & Communication","B.Tech","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2019/SS828_II Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/PhD/Core/2019/Ass2/SS828_Physics_of_Solar_Cells_Ass2_2019.pdf","SS828","Physics of Solar Cells","Physical Sciences","PhD","SemGeneral","2019","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2018/CJ804_II Ass March 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/PhD/Core/2018/EndSem/CJ804_Media_and_Culture_Theory_EndSem_2018.pdf","CJ804","Media and Culture Theory","Media & Communication","PhD","SemGeneral","2018","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/UG/B. A. English Language and Literature/1st Semester/18TAM101  21TAM101 21TAM102 TAMIL II Sem Jan2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/B.Tech/Core/2023/EndSem/18TAM101_21TAM101_21TAM102_TAMIL_I__தமிழ்_I_EndSem_2023.pdf","18TAM101","/ 21TAM101/ 21TAM102 TAMIL I / தமிழ் I","Humanities & Social Sciences","B.Tech","Sem01","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/4th Semester/2022/Fourth Semester - First Assessment May 2022/19MEE211_1Asses_ May 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/Ass1/19MEE211_Computational_Methods_in_Engineering_Ass1_2022.pdf","19MEE211","Computational Methods in Engineering","Mechanical & Aerospace","B.Tech","Sem04","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2024/SS817_Mid-Term 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/PhD/Core/2024/MidTerm/SS817_Advanced_Nuclear_Physics_MidTerm_2024.pdf","SS817","Advanced Nuclear Physics","Physical Sciences","PhD","SemGeneral","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/First Semester - Second Assessment 2017/16MA607_Ass II_Sep-Oct 2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/M.Tech/Core/2017/Ass2/16MA607_Numerical_Methods_and_Optimization_Ass2_2017.pdf","16MA607","Numerical Methods and Optimization","Mathematics & Statistics","M.Tech","Sem01","2017","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2023/SS852  _I Ass April 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/PhD/Core/2023/Ass1/SS852_Nanomaterials_Characterization_Ass1_2023.pdf","SS852","Nanomaterials Characterization","Biotechnology & Health","PhD","SemGeneral","2023","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/3rd Semester/Third Semester 2015 Regular/CS734.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/M.Tech/Core/2015/EndSem/CS734_Network_Security_EndSem_2015.pdf","CS734","Network Security","Computer Science & Engineering","M.Tech","Sem03","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2015/RE704.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/PhD/Core/2015/EndSem/RE704_Flexible_AC_and_High_Voltage_DC_Transmission_Systems_EndSem_2015.pdf","RE704","Flexible AC and High Voltage DC Transmission Systems","Electrical & Electronics","PhD","SemGeneral","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/2023/Second Semester - Second Assessment 2023/22MAT118_II Ass May 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2023/Ass2/22MAT118_Vector_Calculus_Ass2_2023.pdf","22MAT118","Vector Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem02","2023","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PG Diploma in Waste Management and Environmental Hygiene/2nd Semester/21WME513 _II Ass May 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/PG Diploma/Core/2023/Ass2/22WME513_Waste_Management_as_Project_Management_Ass2_2023.pdf","22WME513","Waste Management as Project Management","Mechanical & Aerospace","PG Diploma","Sem02","2023","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/3rd Semester/Third Semester First Assessment 2019/15MEC205 _I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2019/Ass1/15MEC205_Fluid_and_Thermal_Engineering_Ass1_2019.pdf","15MEC205","Fluid and Thermal Engineering","Electronics & Communication","B.Tech","Sem03","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/MCA/4th Semester/Fourth semester 2015 Regular/CA304.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/MCA/Core/2015/EndSem/CA304_Service_Oriented_Architecture_EndSem_2015.pdf","CA304","Service Oriented Architecture","Computer Science & Engineering","MCA","Sem04","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/1st Semester/2022/19CHY 101_I Sem Feb 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/B.Tech/Core/2022/EndSem/19CHY101_Engineering_Chemistry-A_EndSem_2022.pdf","19CHY101","Engineering Chemistry-A","Chemical Sciences","B.Tech","Sem01","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/2nd Semester/2022/Second Semester - First Assessment 2022/19MAT112 _1Asses_ May 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/B.Tech/Core/2022/Ass1/19MAT112_Linear_Algebra_Ass1_2022.pdf","19MAT112","Linear Algebra","Mathematics & Statistics","B.Tech","Sem02","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/5th Semester/2022/Fifth Semester - First Assessment Oct 2022/19AEE333 _I Ass Oct 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2022/Ass1/19AEE333_Vibration_Analysis_Ass1_2022.pdf","19AEE333","Vibration Analysis","Electrical & Electronics","B.Tech","Sem05","2022","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2019/SS824_I Ass Aug 2019.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/PhD/Core/2019/Ass1/SS824_Corrosion_and_its_Control_Ass1_2019.pdf","SS824","Corrosion and its Control","Biotechnology & Health","PhD","SemGeneral","2019","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/3rd Semester/Third Semester 2015 Regular/CV701.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/M.Tech/Core/2015/EndSem/CV701_High_Level_Computer_Vision_EndSem_2015.pdf","CV701","High Level Computer Vision","Computer Science & Engineering","M.Tech","Sem03","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/UG/B. A. English Language and Literature/1st Semester/21 HINDI 101_I Sem Jan2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2023/EndSem/21HIN101_Hindi_I-SET_1_EndSem_2023.pdf","21HIN101","Hindi I-SET 1","General & Interdisciplinary","B.Tech","Sem01","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2018/MA 805_I Ass Jan-Feb 2018.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/PhD/Core/2018/Ass1/MA 805_Statistical_Inference_and_Design_of_Experiments_Ass1_2018.pdf","MA 805","Statistical Inference and Design of Experiments","Mathematics & Statistics","PhD","SemGeneral","2018","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/PhD/2024/SS834 _Mid-Term 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Chemical Sciences/PhD/Core/2024/MidTerm/SS834_Organic_Chemistry_Strategies_in_Organic_Synthesis_MidTerm_2024.pdf","SS834","Organic Chemistry: Strategies in Organic Synthesis","Chemical Sciences","PhD","SemGeneral","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/M.Tech/1st Semester/First Semester - Second Assessment 2017/16MA608_Ass II_Sep-Oct 2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/M.Tech/Core/2017/Ass2/16MA608_II_Sep_Ass2_2017.pdf","16MA608","II_Sep","Mathematics & Statistics","M.Tech","Sem01","2017","Ass2","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/2023/Second Semester - Second Assessment 2023/22MAT119_II Ass May 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2023/Ass2/22MAT119_Discrete_Mathematics_Ass2_2023.pdf","22MAT119","Discrete Mathematics","Mathematics & Statistics","Integrated M.Sc.","Sem02","2023","Ass2","high"
