"original_path","proposed_path","course_code","course_title","department","program","semester","year","exam_type","confidence"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19ECE343_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2024/MidTerm/19ECE343_FPGA_Based_System_Design_MidTerm_2024.pdf","19ECE343","FPGA Based System Design","Electronics & Communication","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE439_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE439_Advanced_Materials_and_Processes_EndSem_2022.pdf","19MEE439","Advanced Materials and Processes","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/24TAM101_ I Sem Mid-Term_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2024/MidTerm/24TAM101_24TAM103_தமிழ்_I__Tamil_I_MidTerm_2024.pdf","24TAM101","/ 24TAM103 தமிழ் I / Tamil I","Humanities & Social Sciences","Integrated M.Sc.","Sem01","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EI330.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2013/EndSem/EIE330_Process_Control_EndSem_2013.pdf","EIE330","Process Control","Electronics & Communication","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2023/22MAT106  _I Sem Mid-Term_Odd 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2023/MidTerm/22MAT106_Single_Variable_Calculus_MidTerm_2023.pdf","22MAT106","Single Variable Calculus","Mathematics & Statistics","Integrated M.Sc.","Sem01","2023","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/EIE311.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2013/EndSem/EIE311_Industrial_Instrumentation_–_II_EndSem_2013.pdf","EIE311","Industrial Instrumentation – II","Electronics & Communication","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2022/Sixth Semester - Mid Term  March 2022/19ECE442_Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2022/MidTerm/19ECE442_Antenna_Systems_MidTerm_2022.pdf","19ECE442","Antenna Systems","Electronics & Communication","B.Tech","Sem06","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15Hindi 111_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/Integrated M.Sc./Core/2016/Ass2/15HIN111_–Hindi–II_Ass2_2016.pdf","15HIN111","–Hindi–II","General & Interdisciplinary","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19MEE312_VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2023/EndSem/19MEE312_Automation_and_IoT_EndSem_2023.pdf","19MEE312","Automation and IoT","Mechanical & Aerospace","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - First Assessment March 2023/19ECE335_I Ass Mar 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/DeptElective/2023/Ass1/19ECE335_Applications_of_Linear_Integrated_Circuits_Ass1_2023.pdf","19ECE335","Applications of Linear Integrated Circuits","Electronics & Communication","B.Tech","Sem06","2023","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MEE443 _VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2022/EndSem/19MEE443_Non-Destructive_Testing_EndSem_2022.pdf","19MEE443","Non-Destructive Testing","Mechanical & Aerospace","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2024/22BIO101_ I Sem Mid-Term_Odd 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Biotechnology & Health/Integrated M.Sc./Core/2024/MidTerm/22BIO101_Basics_Principles_of_Biology_MidTerm_2024.pdf","22BIO101","Basics Principles of Biology","Biotechnology & Health","Integrated M.Sc.","Sem01","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC311.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2013/EndSem/MEC311_Introduction_to_Finite_Element_Methods_EndSem_2013.pdf","MEC311","Introduction to Finite Element Methods","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester 2015 Regular/15CSA111.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2015/EndSem/15CSA111_Problem_Solving_and_Computer_Programming_EndSem_2015.pdf","15CSA111","Problem Solving and Computer Programming","Computer Science & Engineering","Integrated M.Sc.","Sem01","2015","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2025/24ENG101_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2025/MidTerm/24ENG101_English_I_MidTerm_2025.pdf","24ENG101","English I","Humanities & Social Sciences","Integrated M.Sc.","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2023/Sixth Semester - July 2023 Regular/19MEE313 _VI Sem Jul 2023.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2023/EndSem/19MEE313_Design_of_Machine_Elements_II_EndSem_2023.pdf","19MEE313","Design of Machine Elements II","Mechanical & Aerospace","B.Tech","Sem06","2023","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15PHY111_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2015/Ass1/15PHY111_Physics_–_I_Ass1_2015.pdf","15PHY111","Physics – I","Physical Sciences","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2025/Sixth Semester 2025 Regular/19CCE311_VI Sem End_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2025/EndSem/19CCE311_Wireless_Communication_EndSem_2025.pdf","19CCE311","Wireless Communication","Computer Science & Engineering","B.Tech","Sem06","2025","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19ECE344_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2024/MidTerm/19ECE344_Embedded_Systems_MidTerm_2024.pdf","19ECE344","Embedded Systems","Electronics & Communication","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester 2015 Regular/15CSA114.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/Integrated M.Sc./Core/2015/EndSem/15CSA114_15CSA114_(First_Semester_2015_Regular_EndSem_2015.pdf","15CSA114","15CSA114 (First Semester 2015 Regular","Computer Science & Engineering","Integrated M.Sc.","Sem01","2015","EndSem","low"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2016/15MAL111_AssII_Mar2016.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2016/Ass2/15MAL111_Malayalam_II_Ass2_2016.pdf","15MAL111","Malayalam II","Mathematics & Statistics","Integrated M.Sc.","Sem02","2016","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19ECE362__VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/DeptElective/2024/MidTerm/19ECE362_Software_Engineering_MidTerm_2024.pdf","19ECE362","Software Engineering","Computer Science & Engineering","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/First Semester - First Assessment 2015/15PHY113_AssI_Sep2015.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/Integrated M.Sc./Core/2015/Ass1/15PHY113_Mechanics_Ass1_2015.pdf","15PHY113","Mechanics","Physical Sciences","Integrated M.Sc.","Sem01","2015","Ass1","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19CCE335_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/DeptElective/2024/MidTerm/19CCE335_Bio-Inspired_Algorithms_MidTerm_2024.pdf","19CCE335","Bio-Inspired Algorithms","Computer Science & Engineering","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19CCE433_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2024/MidTerm/19CCE433_Satellite_Communication_MidTerm_2024.pdf","19CCE433","Satellite Communication","Computer Science & Engineering","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC312.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2013/EndSem/MEC312_Design_of_Machine_Elements_–_II_EndSem_2013.pdf","MEC312","Design of Machine Elements – II","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC320.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/Core/2013/EndSem/MEC320_Heat_Transfer_EndSem_2013.pdf","MEC320","Heat Transfer","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC351.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC351_Automotive_Technology_EndSem_2013.pdf","MEC351","Automotive Technology","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC360.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC360_Tool_Engineering_Design_EndSem_2013.pdf","MEC360","Tool Engineering Design","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC365.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC365_Theory_of_Vibrations_EndSem_2013.pdf","MEC365","Theory of Vibrations","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19CCE440_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Computer Science & Engineering/B.Tech/Core/2024/MidTerm/19CCE440_Avionics_MidTerm_2024.pdf","19CCE440","Avionics","Computer Science & Engineering","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC368.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC368_Internal_Combustion_Engines_and_Pollution_Control_EndSem_2013.pdf","MEC368","Internal Combustion Engines and Pollution Control","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC377.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2013/EndSem/MEC377_Power_Plant_Engineering_EndSem_2013.pdf","MEC377","Power Plant Engineering","Electrical & Electronics","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2017/15ELL113 _Ass II_April 2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2017/Ass2/15ELL113_English_Prose_The_Late-Victorian_to_the_Modern_Ass2_2017.pdf","15ELL113","English Prose: The Late-Victorian to the Modern","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2017","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC452.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC452_Modern_Practices_in_Product_Design_and_Manufacture_EndSem_2013.pdf","MEC452","Modern Practices in Product Design and Manufacture","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2022/Sixth Semester - Mid Term  March 2022/19ECE463_Mid-Term _March 2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/DeptElective/2022/MidTerm/19ECE463_Smart_Sensors_MidTerm_2022.pdf","19ECE463","Smart Sensors","Electronics & Communication","B.Tech","Sem06","2022","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/MEC453.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mechanical & Aerospace/B.Tech/DeptElective/2013/EndSem/MEC453_Non-Destructive_Testing_EndSem_2013.pdf","MEC453","Non-Destructive Testing","Mechanical & Aerospace","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/PHY260.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Physical Sciences/B.Tech/Core/2013/EndSem/PHY260_Physics_of_Laser_and_Applications_EndSem_2013.pdf","PHY260","Physics of Laser and Applications","Physical Sciences","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2024/Sixth Semester Mid-Term 2024/19ECE442_VI Sem Mid-Term_Even 2024.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electronics & Communication/B.Tech/Core/2024/MidTerm/19ECE442_Antenna_Systems_MidTerm_2024.pdf","19ECE442","Antenna Systems","Electronics & Communication","B.Tech","Sem06","2024","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/Sixth semester 2013 supply/Sixth semester 2013 supply/SSK113 Coding Sheet.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2013/EndSem/SSK 113_Total_EndSem_2013.pdf","SSK 113","Total","General & Interdisciplinary","B.Tech","Sem06","2013","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/2nd Semester/Second Semester - Second Assessment 2017/15 ELL 112 _Ass II_April 2017.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Humanities & Social Sciences/Integrated M.Sc./Core/2017/Ass2/15ELL112_English_Poetry_The_Pre-Romantic_to_the_Victorian_Ass2_2017.pdf","15ELL112","English Poetry: The Pre-Romantic to the Victorian","Humanities & Social Sciences","Integrated M.Sc.","Sem02","2017","Ass2","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/19MNG334_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/General & Interdisciplinary/B.Tech/Core/2022/EndSem/19MNG334_Project_Management_EndSem_2022.pdf","19MNG334","Project Management","General & Interdisciplinary","B.Tech","Sem07","2022","EndSem","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/Integrated MSc & MA/1st Semester/2025/24MAL101_I Sem Mid Term_Odd 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Mathematics & Statistics/Integrated M.Sc./Core/2025/MidTerm/24MAL103_21MAL10121MAL102,_Malayalam1_MidTerm_2025.pdf","24MAL103","/21MAL101/21MAL102, Malayalam1","Mathematics & Statistics","Integrated M.Sc.","Sem01","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/6th Semester/2025/Sixth Semester 2025 Mid-Term/19AEE311_VI Sem Mid Term_Even 2025.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Electrical & Electronics/B.Tech/Core/2025/MidTerm/19AEE311_Finite_Element_Methods_for_Aerospace_MidTerm_2025.pdf","19AEE311","Finite Element Methods for Aerospace","Electrical & Electronics","B.Tech","Sem06","2025","MidTerm","high"
"/run/media/anuruprkris/DATA/amrita-exam-papers/Examination  Papers/B.Tech/7th Semester/2022/21OEL658_VII Sem Nov,Dec2022.pdf","/run/media/anuruprkris/DATA/amrita-exam-papers-indexed/Media & Communication/B.Tech/Core/2022/EndSem/21OEL658_Media_for_Social_Change_EndSem_2022.pdf","21OEL658","Media for Social Change","Media & Communication","B.Tech","Sem07","2022","EndSem","high"
